similarity,name,label,study,domain,sub_domain,source,metric,atlas,table_name,table_label,instruction,header,note,unit,type_var,type_data,type_level,type_field,order_display,branching_logic,label_es,instruction_es,header_es,note_es,table_nda,table_nda_5_0,table_redcap,name_nda,name_deap,name_redcap,name_redcap_exp,url_table,url_warn_use,url_warn_data,url_table_warn_use,url_table_warn_data,url_docs_score,name_short,name_stata,identifier_columns,image_assessment,image_brain,json_brain,order_sort
0.628,mh_y_ksads__dep__unspec__pres_dx,Diagnosis: Unspecified depressive disorder (F32.9) - Present [Youth],Core,Mental Health,Mood,Youth,,,mh_y_ksads__dep,KSADS - Depressive Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501,mh_y_ksads_ss,,ksads_1_846_t,,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__dep__unspec__pres_dx,mh_y_ksads_dep_0049,participant_id | session_id,,,,49
0.607,mh_y_ksads__dep__unspec__past_dx,Diagnosis: Unspecified depressive disorder (F32.9) - Past [Youth],Core,Mental Health,Mood,Youth,,,mh_y_ksads__dep,KSADS - Depressive Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501,mh_y_ksads_ss,,ksads_1_847_t,,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__dep__unspec__past_dx,mh_y_ksads_dep_0048,participant_id | session_id,,,,48
0.59,mh_p_ksads__dep__unspec__pres_dx,Diagnosis: Unspecified depressive disorder (F32.9) - Present [Parent],Core,Mental Health,Mood,Parent,,,mh_p_ksads__dep,KSADS - Depressive Disorders [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01,mh_p_ksads_ss,,ksads_1_846_p,,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__dep__unspec__pres_dx,mh_p_ksads_dep_0049,participant_id | session_id,,,,49
0.571,mh_y_ksads__bpd__bpd2__rcnt__hypomix__pres_dx,"Diagnosis: Bipolar II disorder, most recent episode hypomanic/depressed/mixed (F31.81) - Present [Youth]",Core,Mental Health,Mood,Youth,,,mh_y_ksads__bpd,KSADS - Bipolar Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,ksads2daic_use_only01,mh_y_ksads_ss,,ksads2_2_802_t,ksads2_2_802_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__bpd__bpd2__rcnt__hypomix__pres_dx,mh_y_ksads_bpd_0056,participant_id | session_id,,,,56
0.566,mh_y_ksads__dep__pdd__oth__pres_dx,"Diagnosis: Other specified depressive disorder, persistent depressive disorder (impairment does not meet full criteria) (F32.8) - Present [Youth]",Core,Mental Health,Mood,Youth,,,mh_y_ksads__dep,KSADS - Depressive Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,ksads2daic_use_only01,mh_y_ksads_ss,,ksads2_1_797_t,ksads2_1_797_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__dep__pdd__oth__pres_dx,mh_y_ksads_dep_0047,participant_id | session_id,,,,47
0.564,mh_y_ksads__dep__mdd__pres_dx,Diagnosis: Major depressive disorder - Present [Youth],Core,Mental Health,Mood,Youth,,,mh_y_ksads__dep,KSADS - Depressive Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_1_840_t | ksads2_1_790_t,ksads2_1_790_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__dep__mdd__pres_dx,mh_y_ksads_dep_0042,participant_id | session_id,,,,42
0.562,mh_y_ksads__dep__mdd__past_dx,Diagnosis: Major depressive disorder (F32.9) - Past [Youth],Core,Mental Health,Mood,Youth,,,mh_y_ksads__dep,KSADS - Depressive Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_1_842_t | ksads2_1_792_t,ksads2_1_792_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__dep__mdd__past_dx,mh_y_ksads_dep_0041,participant_id | session_id,,,,41
0.56,mh_p_ksads__dep__unspec__past_dx,Diagnosis: Unspecified depressive disorder (F32.9) - Past [Parent],Core,Mental Health,Mood,Parent,,,mh_p_ksads__dep,KSADS - Depressive Disorders [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01,mh_p_ksads_ss,,ksads_1_847_p,,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__dep__unspec__past_dx,mh_p_ksads_dep_0048,participant_id | session_id,,,,48
0.559,mh_p_ksads__psych__oth__pres_dx,Diagnosis: Other specified psychotic disorder (impairment does not meet full criteria) (F28) - Present [Parent],Core,Mental Health,Psychosis,Parent,,,mh_p_ksads__psych,KSADS - Psychosis [Parent],,,,,summary score,character,nominal,,,,,,,,ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads2_4_808_p,ksads2_4_808_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__psych__oth__pres_dx,mh_p_ksads_psych_0060,participant_id | session_id,,,,60
0.549,mh_p_ksads__dep__pdd__oth__pres_dx,"Diagnosis: Other specified depressive disorder, persistent depressive disorder (impairment does not meet full criteria) (F32.8) - Present [Parent]",Core,Mental Health,Mood,Parent,,,mh_p_ksads__dep,KSADS - Depressive Disorders [Parent],,,,,summary score,character,nominal,,,,,,,,ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads2_1_797_p,ksads2_1_797_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__dep__pdd__oth__pres_dx,mh_p_ksads_dep_0047,participant_id | session_id,,,,47
0.548,mh_y_ksads__bpd__bpd2__curdep__pres_dx,"Diagnosis: Bipolar II disorder, currently depressed (F31.81) - Present [Youth]",Core,Mental Health,Mood,Youth,,,mh_y_ksads__bpd,KSADS - Bipolar Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_2_836_t | ksads2_2_931_t,ksads2_2_931_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__bpd__bpd2__curdep__pres_dx,mh_y_ksads_bpd_0052,participant_id | session_id,,,,52
0.548,mh_p_ksads__bpd__bpd2__rcnt__hypomix__pres_dx,"Diagnosis: Bipolar II disorder, most recent episode hypomanic/depressed/mixed (F31.81) - Present [Parent]",Core,Mental Health,Mood,Parent,,,mh_p_ksads__bpd,KSADS - Bipolar Disorders [Parent],,,,,summary score,character,nominal,,,,,,,,ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads2_2_802_p,ksads2_2_802_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__bpd__bpd2__rcnt__hypomix__pres_dx,mh_p_ksads_bpd_0056,participant_id | session_id,,,,56
0.545,mh_y_ksads__bpd__oth__mindur_dx,"Diagnosis: Other specified bipolar and related disorder, recurrent manic or hypomanic episodes (impairment does not meet minimum duration)) (F31.9) [Youth]",Core,Mental Health,Mood,Youth,,,mh_y_ksads__bpd,KSADS - Bipolar Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,ksads2daic_use_only01,mh_y_ksads_ss,,ksads2_2_933_t,ksads2_2_933_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__bpd__oth__mindur_dx,mh_y_ksads_bpd_0061,participant_id | session_id,,,,61
0.545,mh_y_ksads__bpd__bpd1__curdep__pres_dx,"Diagnosis: Bipolar I disorder, current episode depressed (F31.3x) - Present [Youth]",Core,Mental Health,Mood,Youth,,,mh_y_ksads__bpd,KSADS - Bipolar Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_2_831_t | ksads2_2_799_t,ksads2_2_799_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__bpd__bpd1__curdep__pres_dx,mh_y_ksads_bpd_0045,participant_id | session_id,,,,45
0.542,mh_y_ksads__bpd__bpd1__rcnt__manicmix__pres_dx,"Diagnosis: Bipolar I disorder, most recent episode manic/depressed/mixed (F31.9) - Present [Youth]",Core,Mental Health,Mood,Youth,,,mh_y_ksads__bpd,KSADS - Bipolar Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,ksads2daic_use_only01,mh_y_ksads_ss,,ksads2_2_800_t,ksads2_2_800_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__bpd__bpd1__rcnt__manicmix__pres_dx,mh_y_ksads_bpd_0051,participant_id | session_id,,,,51
0.541,mh_y_ksads__bpd__bpd1__rcnt__dep__pres_dx,"Diagnosis: Bipolar I disorder, most recent past episode depressed (F31.1.3x) - Present [Youth]",Core,Mental Health,Mood,Youth,,,mh_y_ksads__bpd,KSADS - Bipolar Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501,mh_y_ksads_ss,,ksads_2_834_t,,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__bpd__bpd1__rcnt__dep__pres_dx,mh_y_ksads_bpd_0049,participant_id | session_id,,,,49
0.534,mh_y_ksads__bpd__bpd1__curhypo__pres_dx,"Diagnosis: Bipolar I disorder, currently hypomanic (F31.0) - Present [Youth]",Core,Mental Health,Mood,Youth,,,mh_y_ksads__bpd,KSADS - Bipolar Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501,mh_y_ksads_ss,,ksads_2_832_t,,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__bpd__bpd1__curhypo__pres_dx,mh_y_ksads_bpd_0047,participant_id | session_id,,,,47
0.531,mh_y_ksads__panic__oth__pres_dx,"Diagnosis: Other specified anxiety disorder, panic disorder (impairment does not meet full criteria) (F41.8) - Present [Youth]",Core,Mental Health,Anxiety,Youth,,,mh_y_ksads__panic,KSADS - Panic Disorder [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_5_906_t | ksads2_5_866_t,ksads2_5_866_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__panic__oth__pres_dx,mh_y_ksads_panic_0018,participant_id | session_id,,,,18
0.53,mh_y_ksads__dmdd__dmdd__pres_dx,Diagnosis: Disruptive mood dysregulation disorder (F34.8) - Present [Youth],Core,Mental Health,Mood,Youth,,,mh_y_ksads__dmdd,KSADS - Disruptive Mood Dysregulation Disorder [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_3_848_t | ksads2_3_804_t,ksads2_3_804_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__dmdd__dmdd__pres_dx,mh_y_ksads_dmdd_0005,participant_id | session_id,,,,5
0.53,mh_p_ksads__bpd__oth__mindur_dx,"Diagnosis: Other specified bipolar and related disorder, recurrent manic or hypomanic episodes (impairment does not meet minimum duration)) (F31.9) [Parent]",Core,Mental Health,Mood,Parent,,,mh_p_ksads__bpd,KSADS - Bipolar Disorders [Parent],,,,,summary score,character,nominal,,,,,,,,ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads2_2_933_p,ksads2_2_933_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__bpd__oth__mindur_dx,mh_p_ksads_bpd_0061,participant_id | session_id,,,,61
0.529,mh_y_ksads__bpd__bpd2__curhypo__pres_dx,"Diagnosis: Bipolar II disorder, currently hypomanic (F31.81) - Present [Youth]",Core,Mental Health,Mood,Youth,,,mh_y_ksads__bpd,KSADS - Bipolar Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_2_835_t | ksads2_2_801_t,ksads2_2_801_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__bpd__bpd2__curhypo__pres_dx,mh_y_ksads_bpd_0054,participant_id | session_id,,,,54
0.527,mh_y_ksads__bpd__unspec__pres_dx,Diagnosis: Unspecified bipolar and related disorder (F31.9) - Present [Youth],Core,Mental Health,Mood,Youth,,,mh_y_ksads__bpd,KSADS - Bipolar Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501,mh_y_ksads_ss,,ksads_2_838_t,,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__bpd__unspec__pres_dx,mh_y_ksads_bpd_0060,participant_id | session_id,,,,60
0.525,mh_y_ksads__bpd__bpd2__rcnt__hypo__pres_dx,"Diagnosis: Bipolar II disorder, most recent episode hypomanic (F31.81) - Present [Youth]",Core,Mental Health,Mood,Youth,,,mh_y_ksads__bpd,KSADS - Bipolar Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501,mh_y_ksads_ss,,ksads_2_837_t,,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__bpd__bpd2__rcnt__hypo__pres_dx,mh_y_ksads_bpd_0055,participant_id | session_id,,,,55
0.524,mh_y_ksads__gad__pres_dx,Diagnosis: Generalized anxiety disorder (F41.1) - Present [Youth],Core,Mental Health,Anxiety,Youth,,,mh_y_ksads__gad,KSADS - Generalized Anxiety Disorder [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_10_869_t | ksads2_10_827_t,ksads2_10_827_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__gad__pres_dx,mh_y_ksads_gad_0017,participant_id | session_id,,,,17
0.518,mh_y_ksads__panic__oth__past_dx,"Diagnosis: Other specified anxiety disorder, panic disorder (impairment does not meet full criteria) (F41.8) - Past [Youth]",Core,Mental Health,Anxiety,Youth,,,mh_y_ksads__panic,KSADS - Panic Disorder [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_5_907_t | ksads2_5_867_t,ksads2_5_867_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__panic__oth__past_dx,mh_y_ksads_panic_0017,participant_id | session_id,,,,17
0.518,mh_y_ksads__bpd__bpd2__curdep__partrem_dx,"Diagnosis: Bipolar II disorder, currently depressed (F31.81) - Partial remission [Youth]",Core,Mental Health,Mood,Youth,,,mh_y_ksads__bpd,KSADS - Bipolar Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,ksads2daic_use_only01,mh_y_ksads_ss,,ksads2_2_936_t,ksads2_2_936_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__bpd__bpd2__curdep__partrem_dx,mh_y_ksads_bpd_0053,participant_id | session_id,,,,53
0.516,mh_p_ksads__panic__oth__pres_dx,"Diagnosis: Other specified anxiety disorder, panic disorder (impairment does not meet full criteria) (F41.8) - Present [Parent]",Core,Mental Health,Anxiety,Parent,,,mh_p_ksads__panic,KSADS - Panic Disorder [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_5_906_p | ksads2_5_866_p,ksads2_5_866_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__panic__oth__pres_dx,mh_p_ksads_panic_0018,participant_id | session_id,,,,18
0.516,mh_y_ksads__dep__mdd__partrem_dx,Diagnosis: Major depressive disorder (F32.4) - Partial remission [Youth],Core,Mental Health,Mood,Youth,,,mh_y_ksads__dep,KSADS - Depressive Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_1_841_t | ksads2_1_791_t,ksads2_1_791_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__dep__mdd__partrem_dx,mh_y_ksads_dep_0043,participant_id | session_id,,,,43
0.515,mh_y_ksads__gad__past_dx,Diagnosis: Generalized anxiety disorder (F41.1) - Past [Youth],Core,Mental Health,Anxiety,Youth,,,mh_y_ksads__gad,KSADS - Generalized Anxiety Disorder [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_10_870_t | ksads2_10_828_t,ksads2_10_828_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__gad__past_dx,mh_y_ksads_gad_0016,participant_id | session_id,,,,16
0.515,mh_p_ksads__bpd__bpd2__curdep__pres_dx,"Diagnosis: Bipolar II disorder, currently depressed (F31.81) - Present [Parent]",Core,Mental Health,Mood,Parent,,,mh_p_ksads__bpd,KSADS - Bipolar Disorders [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_2_836_p | ksads2_2_931_p,ksads2_2_931_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__bpd__bpd2__curdep__pres_dx,mh_p_ksads_bpd_0052,participant_id | session_id,,,,52
0.514,mh_p_ksads__gad__pres_dx,Diagnosis: Generalized anxiety disorder (F41.1) - Present [Parent],Core,Mental Health,Anxiety,Parent,,,mh_p_ksads__gad,KSADS - Generalized Anxiety Disorder [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_10_869_p | ksads2_10_827_p,ksads2_10_827_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__gad__pres_dx,mh_p_ksads_gad_0017,participant_id | session_id,,,,17
0.514,mh_p_ksads__bpd__bpd1__curhypo__pres_dx,"Diagnosis: Bipolar I disorder, currently hypomanic (F31.0) - Present [Parent]",Core,Mental Health,Mood,Parent,,,mh_p_ksads__bpd,KSADS - Bipolar Disorders [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01,mh_p_ksads_ss,,ksads_2_832_p,,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__bpd__bpd1__curhypo__pres_dx,mh_p_ksads_bpd_0047,participant_id | session_id,,,,47
0.514,mh_y_ksads__bpd__bpd1__curdep__partrem_dx,"Diagnosis: Bipolar I disorder, currently depressed (F31.3x) - Partial remission [Youth]",Core,Mental Health,Mood,Youth,,,mh_y_ksads__bpd,KSADS - Bipolar Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,ksads2daic_use_only01,mh_y_ksads_ss,,ksads2_2_937_t,ksads2_2_937_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__bpd__bpd1__curdep__partrem_dx,mh_y_ksads_bpd_0046,participant_id | session_id,,,,46
0.511,mh_p_ksads__dep__mdd__pres_dx,Diagnosis: Major depressive disorder - Present [Parent],Core,Mental Health,Mood,Parent,,,mh_p_ksads__dep,KSADS - Depressive Disorders [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_1_840_p | ksads2_1_790_p,ksads2_1_790_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__dep__mdd__pres_dx,mh_p_ksads_dep_0042,participant_id | session_id,,,,42
0.51,mh_p_ksads__bpd__bpd2__curhypo__pres_dx,"Diagnosis: Bipolar II disorder, currently hypomanic (F31.81) - Present [Parent]",Core,Mental Health,Mood,Parent,,,mh_p_ksads__bpd,KSADS - Bipolar Disorders [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_2_835_p | ksads2_2_801_p,ksads2_2_801_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__bpd__bpd2__curhypo__pres_dx,mh_p_ksads_bpd_0054,participant_id | session_id,,,,54
0.507,mh_p_ksads__psych__schiz__oth__pres_dx,Diagnosis: Unspecified schizophrenia spectrum and other psychotic disorder (F29) - Present [Parent],Core,Mental Health,Psychosis,Parent,,,mh_p_ksads__psych,KSADS - Psychosis [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01,mh_p_ksads_ss,,ksads_4_851_p,,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__psych__schiz__oth__pres_dx,mh_p_ksads_psych_0059,participant_id | session_id,,,,59
0.507,mh_p_ksads__dep__mdd__past_dx,Diagnosis: Major depressive disorder (F32.9) - Past [Parent],Core,Mental Health,Mood,Parent,,,mh_p_ksads__dep,KSADS - Depressive Disorders [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_1_842_p | ksads2_1_792_p,ksads2_1_792_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__dep__mdd__past_dx,mh_p_ksads_dep_0041,participant_id | session_id,,,,41
0.507,mh_y_ksads__gad__oth__mindur__pres_dx,"Diagnosis: Other specified anxiety disorder, generalized anxiety disorder (impairment does not meet minimum duration) (F41.8) - Present [Youth]",Core,Mental Health,Anxiety,Youth,,,mh_y_ksads__gad,KSADS - Generalized Anxiety Disorder [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_10_913_t | ksads2_10_873_t,ksads2_10_873_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__gad__oth__mindur__pres_dx,mh_y_ksads_gad_0019,participant_id | session_id,,,,19
0.507,mh_p_ksads__dmdd__dmdd__pres_dx,Diagnosis: Disruptive mood dysregulation disorder (F34.8) - Present [Parent],Core,Mental Health,Mood,Parent,,,mh_p_ksads__dmdd,KSADS - Disruptive Mood Dysregulation Disorder [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_3_848_p | ksads2_3_804_p,ksads2_3_804_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__dmdd__dmdd__pres_dx,mh_p_ksads_dmdd_0005,participant_id | session_id,,,,5
0.506,mh_p_ksads__bpd__bpd1__rcnt__manicmix__pres_dx,"Diagnosis: Bipolar I disorder, most recent episode manic/depressed/mixed (F31.9) - Present [Parent]",Core,Mental Health,Mood,Parent,,,mh_p_ksads__bpd,KSADS - Bipolar Disorders [Parent],,,,,summary score,character,nominal,,,,,,,,ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads2_2_800_p,ksads2_2_800_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__bpd__bpd1__rcnt__manicmix__pres_dx,mh_p_ksads_bpd_0051,participant_id | session_id,,,,51
0.506,mh_y_ksads__bpd__unspec__past_dx,Diagnosis: Unspecified bipolar and related disorder (F31.9) - Past [Youth],Core,Mental Health,Mood,Youth,,,mh_y_ksads__bpd,KSADS - Bipolar Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501,mh_y_ksads_ss,,ksads_2_839_t,,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__bpd__unspec__past_dx,mh_y_ksads_bpd_0059,participant_id | session_id,,,,59
0.505,mh_p_ksads__bpd__bpd2__rcnt__hypo__pres_dx,"Diagnosis: Bipolar II disorder, most recent episode hypomanic (F31.81) - Present [Parent]",Core,Mental Health,Mood,Parent,,,mh_p_ksads__bpd,KSADS - Bipolar Disorders [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01,mh_p_ksads_ss,,ksads_2_837_p,,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__bpd__bpd2__rcnt__hypo__pres_dx,mh_p_ksads_bpd_0055,participant_id | session_id,,,,55
0.505,mh_p_ksads__bpd__bpd1__curdep__pres_dx,"Diagnosis: Bipolar I disorder, current episode depressed (F31.3x) - Present [Parent]",Core,Mental Health,Mood,Parent,,,mh_p_ksads__bpd,KSADS - Bipolar Disorders [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_2_831_p | ksads2_2_799_p,ksads2_2_799_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__bpd__bpd1__curdep__pres_dx,mh_p_ksads_bpd_0045,participant_id | session_id,,,,45
0.504,mh_y_ksads__gad__oth__mindur__past_dx,"Diagnosis: Other specified anxiety disorder, generalized anxiety disorder (impairment does not meet minimum duration) (F41.8) - Past [Youth]",Core,Mental Health,Anxiety,Youth,,,mh_y_ksads__gad,KSADS - Generalized Anxiety Disorder [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_10_914_t | ksads2_10_874_t,ksads2_10_874_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__gad__oth__mindur__past_dx,mh_y_ksads_gad_0018,participant_id | session_id,,,,18
0.503,mh_p_ksads__bpd__bpd1__rcnt__dep__pres_dx,"Diagnosis: Bipolar I disorder, most recent past episode depressed (F31.1.3x) - Present [Parent]",Core,Mental Health,Mood,Parent,,,mh_p_ksads__bpd,KSADS - Bipolar Disorders [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01,mh_p_ksads_ss,,ksads_2_834_p,,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__bpd__bpd1__rcnt__dep__pres_dx,mh_p_ksads_bpd_0049,participant_id | session_id,,,,49
0.503,mh_p_ksads__psych__schiz__pres_dx,Diagnosis: Schizophrenia (F20.9) - Present [Parent],Core,Mental Health,Psychosis,Parent,,,mh_p_ksads__psych,KSADS - Psychosis [Parent],,,,,summary score,character,nominal,,,,,,,,ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads2_4_805_p,ksads2_4_805_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__psych__schiz__pres_dx,mh_p_ksads_psych_0055,participant_id | session_id,,,,55
